timestamp,open,high,low,close,volume
2023-02-03 07:00:00,23512.94,23544.14,23448.47,23453.24,665.1927
2023-02-03 08:00:00,23453.24,23471.67,23330.97,23423.82,907.9271
2023-02-03 09:00:00,23423.82,23444.0,23399.9,23417.62,791.9752
2023-02-03 10:00:00,23417.62,23442.53,23356.84,23432.2,792.5294
2023-02-03 11:00:00,23432.2,23536.53,23419.93,23534.14,473.9199
2023-02-03 12:00:00,23534.14,23565.93,23488.6,23525.76,790.4925
2023-02-03 13:00:00,23525.76,23544.35,23255.47,23344.74,739.5164
2023-02-03 14:00:00,23344.74,23587.18,23239.24,23514.83,934.5854
2023-02-03 15:00:00,23514.83,23701.49,23412.37,23600.52,592.1762
2023-02-03 16:00:00,23600.52,23709.25,23515.22,23515.92,726.4156
2023-02-03 17:00:00,23515.92,23658.74,23504.83,23505.56,701.2578
2023-02-03 18:00:00,23505.56,23520.83,23373.31,23417.12,889.8187
2023-02-03 19:00:00,23417.12,23435.55,23305.28,23308.58,653.8754
2023-02-03 20:00:00,23308.58,23397.79,23214.29,23333.94,821.6417
2023-02-03 21:00:00,23333.94,23391.33,23305.95,23380.49,745.8819
2023-02-03 22:00:00,23380.49,23436.33,23380.49,23422.15,584.6968
2023-02-03 23:00:00,23422.15,23468.87,23403.89,23431.25,450.4126
2023-02-04 00:00:00,23431.25,23461.89,23384.56,23408.87,780.7966
2023-02-04 01:00:00,23408.87,23442.12,23369.44,23373.86,735.9844
2023-02-04 02:00:00,23373.86,23396.47,23350.09,23386.96,827.53
2023-02-04 03:00:00,23386.96,23391.63,23336.0,23341.44,683.3016
2023-02-04 04:00:00,23341.44,23358.27,23317.32,23336.78,852.9321
2023-02-04 05:00:00,23336.78,23337.04,23269.03,23310.45,519.1065
2023-02-04 06:00:00,23310.45,23346.38,23258.07,23340.83,694.0136
2023-02-04 07:00:00,23340.83,23354.35,23297.0,23328.44,642.9945
2023-02-04 08:00:00,23328.44,23345.12,23300.0,23300.02,662.445
2023-02-04 09:00:00,23300.02,23349.57,23293.74,23342.6,781.6953
2023-02-04 10:00:00,23342.6,23365.0,23332.88,23336.98,624.7948
2023-02-04 11:00:00,23336.98,23371.62,23334.06,23361.84,548.2608
2023-02-04 12:00:00,23361.84,23415.34,23341.91,23412.57,367.0185
